NTF_Links,Price
https://lh3.googleusercontent.com/bNG38EEhpfqqlt9Ev-0ep9Dz_oUIoTyqz7uHydatBCafaLWZagCvyCStm4Bkm9jjL-0NtyTXUz-MyBkK-055SksM8_2JNk1RXEs7=w600,($159.23)
https://lh3.googleusercontent.com/sbiV7B0Vxd6nOptqltEanxx--tRHVtJJup0kUIRxGydZQ2TSKchn0cWNt85ciP9PdfhTETMiVljKUKHXLjADexFlpViCV28o2TSi=w600,($259.24)
https://lh3.googleusercontent.com/jRad5eRxaDMZpA9OqaWUQwqFMu6RF_ekGrrU4uEmEKaTB1_CfLivatBmwTzSPJDCpoTHnFfaOqbKuPtLEmAbdlZUJ9dKQVIIoQ1JWw=w600,($158.79)
https://lh3.googleusercontent.com/VaufbTjQkmxDtMT3D6_xXB_04UuDMSfHf0WFwp6qqVHHX_2eQNZ6yZKUQ6XrhGUYmWYQqhaJJUOBbGuhBv1Ci7ENpBbZ8YxlV4ZHmw=w600,($162.23)
https://lh3.googleusercontent.com/FIziWHeg1wxWdbfERLJiVVIi3EdN1xX6_9IzRvDPuSNeO7pAl8s1NKxuxvXuT0cjn6Cxm9z2Yn-zWNHEDW-kE7dJwuBKHzFyPJNs=w600,($97.22)
https://lh3.googleusercontent.com/2Fxq5CPgd4j9x188Quyz1ZaUZZJuo0ihr4A62dPY6oFOCjp49wDvAssLiEb2B1IGnpJ0Ek0Ukj04NJkKOV8shfmM12XTugpq6qVV=w600,"($1,135.62)"
https://lh3.googleusercontent.com/vnK8a7dSg-X_DzT70dDk3Vy1TLP_1DvuUU9P1iKyAVFYg-B74LuIIl5r6I8EsbWwDxX9jKwyqzycdFwKxHUI9Q9dJFkPFgMWh9Ls1Q=w600,($35.69)
https://lh3.googleusercontent.com/_TqXXBoRbUUgNjTNb-nHfu0jnCIkTmphESecf93HkAwZUdJbfvnGbl_uzwR2QBkdfWb6QngcbjuPNPOSnFDbnAQgI8qfDRbocd2oXg=w600,($126.38)
https://lh3.googleusercontent.com/TLAbpLnrusCNXYblWrkwhP1VDeceh_QF8VF5YY2jtmk5jXnmpky_pPL4A7egcD4K8q8ChYEJ7m4mRnQOhkjCSCxGbPlUHoNAq7NoQA=w600,($35.69)
https://lh3.googleusercontent.com/Q7R23K92DStXcyiQ5HAhRcLO3zWeZEotg1M4xnu-y8D7mK-CjXzOGbxjZVgMZ5MiDjvaiXtWFNtxyVq_Vz1hegWssDfxksC0Vw6Fzg=w600,($64.89)
https://lh3.googleusercontent.com/3qPt4FDJzmO7YUFJkRU2OGgNvFLyp9rC8LdRHnjMYkBYXtQOZGmTV2iJ06tV_a0K5ne5-01uxLuhAOn-ot4fPwTW-HBhrDSVHxmWxpA=w600,($139.52)
https://lh3.googleusercontent.com/nqxJqEHhtVMyng2hEmtcYUFmsaNXRtuJ6xf4HbYreO791kHtik6YAOnmzU8tcmjcn16GOSmGy1kmhqj8erjPpmLI4QmhxmW__Dx2Nw=w600,($126.54)
https://lh3.googleusercontent.com/T8szdcghh-XxC6ddl_2FnKZmUuUkWFMxOlfObaCZFhyEFd00BrG50qMxW52TiocioH-NONoMOhwLVSMdp3MhhkbuEJr2BmFryagqjWo=w600,($32.45)
